book_id,goodreads_book_id,authors,original_publication_year,title,language_code
9236,13105,James Redfield,1996.0,"The Tenth Insight: Holding the Vision (Celestine Prophecy, #2)",eng
9237,820394,Jed Rubenfeld,2006.0,"The Interpretation of Murder (Freud, #1)",eng
9238,8172,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",2003.0,Superman: Birthright,eng
9239,141935,"Margret Rey, H.A. Rey, Martha Weston",2003.0,Curious George Visits the Library,eng
9240,45369,Julian Barnes,2005.0,Arthur & George,eng
9241,381787,Gerald N. Lund,1992.0,"Truth Will Prevail (The Work and the Glory, #3)",
9242,16029994,Karina Halle,2013.0,"Sins & Needles (The Artists Trilogy, #1)",eng
9243,61505,"E.H. Gombrich, Caroline Mustill, Clifford Harper",1936.0,A Little History of the World,eng
9244,8542839,H.P. Mallory,2010.0,"Fire Burn and Cauldron Bubble (Jolie Wilkins, #1)",eng
9245,836611,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2000.0,"Fruits Basket, Vol. 4",eng
9246,6758423,Geneen Roth,2009.0,"Women, Food and God: An Unexpected Path to Almost Everything",eng
9247,762134,"Naguib Mahfouz, William M. Hutchins, Olive E. Kenny",1956.0,Palace Walk (The Cairo Trilogy #1),eng
9248,6630751,Andrew  Peterson,2008.0,"First to Kill (Nathan McBride, #1)",eng
9249,109515,Frank Bettger,1947.0,How I Raised Myself from Failure to Success in Selling,
9250,15902792,Billy Crystal,2013.0,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",eng
9251,152402,Jackie Collins,1985.0,"Lucky (Lucky Santangelo, #2)",eng
9252,24938,"Stephen Schwartz, Gregory Maguire",2004.0,Wicked - Piano/Vocal Arrangement,
9253,432283,Erma Bombeck,1971.0,If Life Is a Bowl of Cherries What Am I Doing in the Pits?,eng
9254,68530,Bernard Cornwell,2002.0,"Vagabond (The Grail Quest, #2)",eng
9255,275247,Frances Hodgson Burnett,1886.0,Little Lord Fauntleroy,
9256,16762211,Cheryl McIntyre,2012.0,"Sometimes Never (Sometimes Never, #1)",eng
9257,11350430,George R.R. Martin,2010.0,"The Mystery Knight (The Tales of Dunk and Egg, #3)",eng
9258,12710106,Olivia Cunning,2012.0,"Double Time (Sinners on Tour, #5)",eng
9259,8288246,Holly Black,2011.0,"Red Glove (Curse Workers, #2)",eng
9260,13237327,Rhonda Byrne,2012.0,"The Magic (The Secret, #3)",eng
9261,24044596,Mariana Zapata,2015.0,Kulti,
9262,44399,"Bill Hybels, Lavonne Neff",1988.0,Too Busy Not to Pray: Slowing Down to Be With God,eng
9263,3015764,Philip Roth,2008.0,Indignation,eng
9264,8526694,Teju Cole,2011.0,Open City,eng
9265,822989,Dave Pelzer,1995.0,"My Story: ""A Child Called It"", ""The Lost Boy"", ""A Man Named Dave""",eng
9266,8113940,Melissa de la Cruz,2011.0,"Witches of East End (The Beauchamp Family, #1)",eng
9267,443540,Anita Shreve,2003.0,All He Ever Wanted,eng
9268,52629,Clive Barker,1991.0,The Fifth Dominion (Imajica Part #1/2),eng
9269,18080889,Vi Keeland,2013.0,"Worth the Fight (MMA Fighter, #1)",eng
9270,8089,Robin McKinley,1997.0,Rose Daughter,eng
9271,6433344,Janice  Thompson,2009.0,"Fools Rush In (Weddings by Bella, #1)",eng
9272,712807,Sharon Creech,2002.0,Ruby Holler,
9273,7090290,Jen Lancaster,2010.0,"My Fair Lazy: One Reality Television Addict's Attempt to Discover If Not Being A Dumb Ass Is the New Black, or, a Culture-Up Manifesto",eng
9274,17853024,Bernard Cornwell,2013.0,"The Pagan Lord (The Saxon Stories, #7)",eng
9275,161415,"Zig Ziglar, Al Mayton",1974.0,See You at the Top,
9276,25666046,Ian McGuire,2016.0,The North Water,eng
9277,64732,Greg Bear,1987.0,"The Forge of God (Forge of God, #1)",eng
9278,26214866,Robert Dugoni,2016.0,"In the Clearing (Tracy Crosswhite, #3)",eng
9279,16130723,Brad Thor,2013.0,"Hidden Order (Scot Harvath, #12)",eng
9280,111220,Alison Weir,1999.0,Eleanor of Aquitaine: A Life ,eng
9281,1524,"Aeschylus, Judith Affleck, Philip de May, Patricia E. Easterling, John     Harrison",-458.0,"Agamemnon (Oresteia, #1)",eng
9282,16280689,Kevin Hearne,2016.0,"Staked (The Iron Druid Chronicles, #8)",eng
9283,31819,"David Baggett, Shawn E. Klein",2004.0,Harry Potter and Philosophy: If Aristotle Ran Hogwarts,
9284,4800764,Maya Banks,2009.0,"Sweet Persuasion (Sweet, #2)",eng
9285,16136599,"P.C. Cast, Kristin Cast",2014.0,"Redeemed (House of Night, #12)",eng
9286,21086818,Henry Marsh,2014.0,"Do No Harm: Stories of Life, Death and Brain Surgery",eng
9287,33356,Max Barry,2002.0,Jennifer Government,eng
9288,126185,David Baldacci,2001.0,The Christmas Train,
9289,313267,Christine Feehan,2004.0,"Dark Destiny (Dark, #13)",eng
9290,52367,"Frank Miller, Lynn Varley",2001.0,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)",eng
9291,145397,Katharine Hepburn,1991.0,Me: Stories of My Life,eng
9292,95708,Neil A. Fiore,1988.0,The Now Habit: A Strategic Program for Overcoming Procrastination and Enjoying Guilt-Free Play,eng
9293,23214408,Anna Todd,2015.0,"After Ever Happy (After, #4)",eng
9294,18232495,Joel C. Rosenberg,2014.0,The Auschwitz Escape,eng
9295,10541,Bill Bryson,1994.0,Made in America: An Informal History of the English Language in the United States,eng
9296,4887,"Alice  Miller, Ruth Ward",1979.0,The Drama of the Gifted Child: The Search for the True Self,eng
9297,827497,Dale Wasserman,1970.0,One Flew Over the Cuckoo's Nest,
9298,129327,H.P. Lovecraft,1941.0,The Case of Charles Dexter Ward,eng
9299,645180,Austin Grossman,2007.0,Soon I Will Be Invincible,eng
9300,33144,Janet Fitch,2006.0,Paint it Black,eng
9301,11429,Karen Kingsbury,2006.0,"Ever After (Lost Love, #2)",eng
9302,5068,Graham Swift,1996.0,Last Orders,
9303,51715,"Roland Barthes, Annette Lavers",1957.0,Mythologies,eng
9304,13270,"Aristotle, Malcolm Heath",-335.0,Poetics,eng
9305,12737118,Melanie Gideon,2008.0,Wife 22,
9306,20871704,Colleen Oakley,2015.0,Before I Go,
9307,394841,Mike Lupica,2004.0,Travel Team,
9308,11306,Susan Cooper,1984.0,The Dark Is Rising Sequence  (The Dark Is Rising #1-5),eng
9309,12002819,Margot Livesey,2012.0,The Flight of Gemma Hardy,eng
9310,125959,Ted Dekker,2006.0,"Saint (Paradise, #2)",eng
9311,60080,"Immanuel Kant, Mary J. Gregor, Christine M. Korsgaard",1785.0,Groundwork of the Metaphysics of Morals,eng
9312,25614598,"Douglas Preston, Lincoln Child",2015.0,"Crimson Shore (Pendergast, #15)",eng
9313,541024,Theodore Sturgeon,1953.0,More Than Human,eng
9314,20318201,"James Patterson, Michael Ledwidge",2014.0,"Burn (Michael Bennett, #7)",eng
9315,11996019,Donna Russo Morin,2012.0,The King's Agent,eng
9316,426030,Dee Henderson,2002.0,The Healer (O'Malley #5),eng
9317,4633,Ernest Hemingway,1970.0,Islands in the Stream,
9318,359461,Dee Henderson,2001.0,The Guardian (O'Malley #2),eng
9319,8163161,Bisco Hatori,2009.0,"Ouran High School Host Club, Vol. 15 (Ouran High School Host Club, #15)",eng
9320,604635,"Erlend Loe, Tor Ketil Solberg",1996.0,Naïve. Super,eng
9321,8110748,"Meca Tanaka, 田中メカ",2007.0,キスよりも早く1 [Kisu Yorimo Hayaku 1] (Faster than a Kiss #1),jpn
9322,6261270,Andy Andrews,2009.0,"The Noticer: Sometimes, All a Person Needs Is a Little Perspective",eng
9323,11324,Iris Murdoch,1954.0,Under the Net,eng
9324,12039943,John Lanchester,2012.0,Capital,
9325,11551045,"P.C. Cast, Kristin Cast",2012.0,"Lenobia's Vow (House of Night Novellas, #2)",eng
9326,28262024,Elle Kennedy,2016.0,"The Goal (Off-Campus, #4)",eng
9327,2358870,Eoin Colfer,2003.0,"Artemis Fowl Boxed Set, Bks 1-5 (Artemis Fowl, #1-5)",eng
9328,11913681,Shana Norris,2011.0,"The Boyfriend Thief (Stolen Kiss, #1)",eng
9329,12782865,Peter  May,2011.0,"The Lewis Man (The Lewis Trilogy, #2)",eng
9330,62233,Terry Brooks,2007.0,"The Elves of Cintra (Genesis of Shannara, #2)",eng
9331,28248,Trudi Canavan,2005.0,"Priestess of the White (Age of the Five, #1)",eng
9332,12760903,Jessica Sorensen,2011.0,"The Vision (Fallen Star, #3)",eng
9333,763594,Robert Ludlum,1976.0,The Gemini Contenders,eng
9334,330944,Conn Iggulden,2005.0,"The Field of Swords (Emperor, #3)",eng
9335,6049585,Blake Crouch,2009.0,Abandon,eng
9336,85425,Linda Fairstein,1996.0,"Final Jeopardy (Alexandra Cooper, #1)",eng
9337,55229,Jay Winik,2001.0,April 1865: The Month That Saved America,
9338,7159016,Jessica Verday,2010.0,"The Haunted (The Hollow, #2)",eng
9339,595822,Dee Henderson,2001.0,The Protector (O'Malley #4),eng
9340,25893582,Julie Buxbaum,2016.0,Tell Me Three Things,eng
9341,561403,Cecily von Ziegesar,2005.0,"The It Girl (It Girl, #1)",eng
9342,263149,Lynsay Sands,2003.0,Single White Vampire (Argeneau #3),eng
9343,1111600,Robert Jordan,1990.0,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",
9344,26324,Daniel Goleman,2006.0,Social Intelligence: The New Science of Human Relationships,
9345,17903381,"HaveYouSeenThisGirL, Jan Irene Villar",2013.0,Diary ng Panget,fil
9346,8437379,Susan Elizabeth Phillips,2010.0,"Call Me Irresistible (Wynette, Texas #5)",eng
9347,289029,Robin S. Sharma,1999.0,Who Will Cry When You Die? Life Lessons from the Monk Who Sold His Ferrari,eng
9348,659546,Jennifer McMahon,2007.0,Promise Not to Tell,eng
9349,10790376,Debora Geary,2011.0,"A Modern Witch (A Modern Witch, #1)",eng
9350,56466,Andy Andrews,2002.0,The Traveler's Gift: Seven Decisions that Determine Personal Success,eng
9351,17973653,Elle Casey,2013.0,"Shine Not Burn (Shine Not Burn, #1)",eng
9352,155370,Margaret Peterson Haddix,2005.0,Double Identity,
9353,17673271,"Si Robertson, Mark Schlabach",2013.0,Si-cology 1: Tales and Wisdom from Duck Dynasty’s Favorite Uncle,eng
9354,10803806,Tom Angleberger,2011.0,"Darth Paper Strikes Back (Origami Yoda, #2)",eng
9355,9166877,Kady Cross,2011.0,"The Girl in the Steel Corset (Steampunk Chronicles, #1)",eng
9356,1820716,Daniel Glattauer,2006.0,"Gut gegen Nordwind (Gut gegen Nordwind, #1)",ger
9357,122756,"James Lincoln Collier, Christopher Collier",1974.0,My Brother Sam Is Dead,eng
9358,72623,Linda Howard,1994.0,Dream Man,eng
9359,91017,Tom Holland,2003.0,Rubicon: The Last Years of the Roman Republic,eng
9360,71823,Stephen King,1996.0,"The Green Mile, Part 6: Coffey on the Mile",eng
9361,170171,Laurie Halse Anderson,2002.0,Catalyst,eng
9362,5618698,Molly Harper,2009.0,"Nice Girls Don't Have Fangs (Jane Jameson, #1)",eng
9363,31334,"Anne Rice, Anne Rampling",1986.0,Belinda,eng
9364,8449698,Eloisa James,2011.0,"When Beauty Tamed the Beast (Fairy Tales, #2)",eng
9365,8720415,Richard Paul Evans,2011.0,"Miles to Go (The Walk, #2)",
9366,107781,Julie Garwood,1991.0,"The Gift (Crown's Spies, #3)",eng
9367,12959045,Derf Backderf,2012.0,My Friend Dahmer,eng
9368,107783,Julie Garwood,1988.0,"The Lion's Lady (Crown's Spies, #1)",eng
9369,23245594,Mary Kay Andrews,2015.0,Beach Town,
9370,10295484,Cindy C. Bennett,2010.0,Heart on a Chain,eng
9371,7987,Brian Jacques,1999.0,"The Legend of Luke (Redwall, #12)",
9372,646195,"Dick King-Smith, Maggie Kneen",1983.0,Babe: The Gallant Pig,eng
9373,8152697,Wally Lamb,2009.0,Wishin' and Hopin',eng
9374,13152668,Jack McCallum,2012.0,"Dream Team: How Michael, Magic, Larry, Charles, and the Greatest Team of All Time Conquered the World and Changed the Game of Basketball Forever",eng
9375,914211,"Kerry Patterson, Joseph Grenny, David Maxfield, Ron McMillan, Al Switzler",2007.0,Influencer: The Power to Change Anything,eng
9376,116982,Roger Zelazny,1976.0,The Hand of Oberon (The Chronicles of Amber #4),eng
9377,7828781,Maya Banks,2010.0,"No Place to Run (KGI, #2)",eng
9378,106124,"Jeff Smith, Steve Hamaker",1997.0,"The Dragonslayer (Bone, #4)",eng
9379,34451,Joel Fuhrman,2003.0,Eat to Live: The Revolutionary Formula for Fast and Sustained Weight Loss,
9380,11738128,Tessa Dare,2012.0,"A Week to Be Wicked (Spindle Cove, #2)",eng
9381,20575434,Ann M. Martin,2014.0,Rain Reign,eng
9382,207365,Karen Chance,2007.0,"Claimed By Shadow (Cassandra Palmer, #2)",eng
9383,200963,"Susan S. Adler, Renée Graef, Nancy Niles",1986.0,"Meet Samantha: An American Girl (American Girls: Samantha, #1)",eng
9384,3419808,Sebastian Barry,2008.0,The Secret Scripture,eng
9385,6911529,"Greg Rucka, J.H. Williams III, Rachel Maddow",2010.0,Batwoman: Elegy,eng
9386,764073,Julie Otsuka,2002.0,When the Emperor Was Divine,eng
9387,17254035,Sophie Jordan,2013.0,"Foreplay (The Ivy Chronicles, #1)",eng
9388,37296,John Sandford,1994.0,"Night Prey (Lucas Davenport, #6)",eng
9389,192888,Dorothy L. Sayers,1926.0,"Clouds of Witness (Lord Peter Wimsey, #2)",eng
9390,1176884,Stephanie Bond,2006.0,"Body Movers (Body Movers, #1)",eng
9391,40136,Anthony Bourdain,2005.0,"The Nasty Bits: Collected Varietal Cuts, Usable Trim, Scraps, and Bones",
9392,29906980,George Saunders,2017.0,Lincoln in the Bardo,eng
9393,7745031,William Gibson,2010.0,"Zero History (Blue Ant, #3)",eng
9394,12021559,Chelsea Fine,2011.0,Sophie & Carter,eng
9395,38703,Louis Sachar,2006.0,"Small Steps (Holes, #2)",eng
9396,11940384,Alex Marwood,2008.0,The Wicked Girls,eng
9397,155291,Simon R. Green,2003.0,"Agents of Light and Darkness (Nightside, #2)",eng
9398,41069,John Brunner,1968.0,Stand on Zanzibar,eng
9399,6261477,Gwen Cooper,2009.0,Homer's Odyssey,eng
9400,433035,Agatha Christie,1940.0,"Sad Cypress (Hercule Poirot, #21)",eng
9401,1070527,"Michael Dante DiMartino, Bryan Konietzko",2006.0,Avatar Volume 1: The Last Airbender (Avatar #1),eng
9402,17478,Enid Blyton,1942.0,"Five Go to Smuggler's Top (Famous Five, #4)",eng
9403,643988,Sara Paretsky,1982.0,"Indemnity Only (V.I. Warshawski, #1)",eng
9404,74997,Enid Blyton,1944.0,"Five Run Away Together (Famous Five, #3)",eng
9405,59887,Danielle Steel,1977.0,The Promise,eng
9406,199532,Fannie Flagg,2004.0,A Redbird Christmas,eng
9407,42691,Leon Uris,1984.0,The Haj,eng
9408,290628,Guy Gavriel Kay,1986.0,"The Darkest Road (The Fionavar Tapestry, #3)",eng
9409,18580,Bette Greene,1973.0,"Summer of My German Soldier (Summer of My German Soldier, #1)",
9410,20168816,"George R.R. Martin, Gardner R. Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",2014.0,Rogues,eng
9411,24961498,Jodi Daynard,2012.0,"The Midwife's Revolt (The Midwife Series, #1)",eng
9412,23357188,Cora Reilly,2014.0,"Bound by Honor (Born in Blood Mafia Chronicles, #1)",eng
9413,30253700,Tijan,2016.0,Anti-Stepbrother,eng
9414,8150317,Lara Adrian,2011.0,"Deeper Than Midnight (Midnight Breed, #9)",eng
9415,8100979,Faith Hunter,2011.0,"Mercy Blade (Jane Yellowrock, #3)",eng
9416,227280,Cara Lockwood,2003.0,I Do -- But I Don't,
9417,244115,Judy Schachner,2006.0,"Skippyjon Jones in Mummy Trouble (Skippyjon Jones, #3)",eng
9418,15799151,Mason Currey,2013.0,Daily Rituals: How Artists Work,eng
9419,8100288,"Kevin Malarkey, Alex Malarkey",2010.0,"The Boy Who Came Back from Heaven: A Remarkable Account of Miracles, Angels, and Life beyond This World",eng
9420,16704759,Kitty French,2013.0,"Knight & Stay (Knight, #2)",eng
9421,1468706,Jacqueline Winspear,2008.0,"An Incomplete Revenge (Maisie Dobbs, #5)",eng
9422,24040551,Jennifer McMahon,2015.0,The Night Sister,eng
9423,8471815,Sarra Manning,2011.0,You Don't Have to Say You Love Me,eng
9424,13659,Ursula K. Le Guin,2001.0,"Tales from Earthsea (Earthsea Cycle, #5)",eng
9425,16171259,"Juan Gabriel Vásquez, Anne McLean",2011.0,The Sound of Things Falling,eng
9426,11239856,Ruth Cardello,2011.0,"Maid for the Billionaire (Legacy Collection, #1)",eng
9427,25241477,Dean Koontz,2015.0,Ashley Bell,eng
9428,313998,"William Gibson, Terry Bisson",1981.0,Johnny Mnemonic,eng
9429,513176,Michael A. Stackpole,1996.0,"Rogue Squadron (Star Wars: X-Wing, #1)",eng
9430,457457,Danielle Steel,1987.0,Fine Things,
9431,550940,Clive Cussler,2007.0,"The Chase (Isaac Bell, #1)",eng
9432,74034,"Neil Postman, Andrew Postman",1985.0,Amusing Ourselves to Death: Public Discourse in the Age of Show Business,eng
9433,61974,Anne McCaffrey,1986.0,"Nerilka's Story (Pern, #8)",eng
9434,153175,Raymond E. Feist,2003.0,"King of Foxes (Conclave of Shadows, #2)",
9435,1153709,Lynley Dodd,1983.0,Hairy Maclary from Donaldson's Dairy,eng
9436,764063,"Pattie Boyd, Penny Junor",2007.0,Wonderful Tonight,eng
9437,17573684,Ann Hood,2013.0,The Obituary Writer,eng
9438,1175893,"Roderick Gordon, Brian  Williams",2007.0,"Tunnels (Tunnels, #1)",eng
9439,35539,Bob Spitz,2005.0,The Beatles: The Biography,eng
9440,92371,Ken Follett,1985.0,Lie Down with Lions,
9441,630621,"Greg Pak, Aaron Lopresti, Carlo Pagulayan, Juan Santacruz, Gary Frank, Takeshi Miyazawa",2007.0,The Incredible Hulk: Planet Hulk,eng
9442,134958,David Starkey,2000.0,Elizabeth: The Struggle for the Throne,
9443,571508,Dean Hughes,1997.0,"Rumors of War (Children of the Promise, #1)",eng
9444,10008056,Jussi Adler-Olsen,2010.0,"Journal 64 (Afdeling Q, #4)",dan
9445,13151283,محمد صادق,2012.0,بضع ساعات في يوم ما,ara
9446,10049436,Lindsey Kelk,2011.0,The Single Girl's To-Do List,eng
9447,112517,"Arthur C. Clarke, Gentry Lee",1993.0,"Rama Revealed (Rama, #4)",eng
9448,9399336,Alice Clayton,2010.0,"The Redhead Revealed (Redhead, #2)",eng
9449,125958,Ted Dekker,2006.0,Skin,
9450,20662728,Garth Nix,2014.0,"Clariel (Abhorsen, #4)",eng
9451,68099,Donna Leon,1992.0,"Death at La Fenice (Commissario Brunetti, #1)",eng
9452,36058,James Ellroy,1988.0,"The Big Nowhere (L.A. Quartet, #2)",eng
9453,71787,Jan Karon,2002.0,"In This Mountain (Mitford Years, #7)",
9454,5052,Ken Follett,2000.0,Code to Zero,
9455,429024,"Charles Dickens, Norman Page",1840.0,The Old Curiosity Shop,
9456,73860,Virginia M. Axline,1964.0,Dibs in Search of Self,eng
9457,46908,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2004.0,"Fruits Basket, Vol. 14",eng
9458,17277800,"Matt Fraction, David Aja, Francesco Francavilla, Steve Lieber, Jesse Hamm, Annie Wu, Matt Hollingsworth, Chris Eliopoulos",2013.0,"Hawkeye, Volume 2: Little Hits",eng
9459,18420,"Barbara Ann Brennan, Jos. A. Smith",1987.0,Hands Of Light,
9460,87280,Bohumil Hrabal,1976.0,Too Loud a Solitude,eng
9461,65113,"Lemony Snicket, Brett Helquist",2006.0,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),eng
9462,11445880,Shannon Hale,2012.0,"Midnight in Austenland (Austenland, #2)",eng
9463,41820,Isaac Asimov,1950.0,Pebble in the Sky (Galactic Empire #3),eng
9464,5024334,Kristan Higgins,2009.0,Too Good to Be True,eng
9465,105920,"Brian Michael Bendis, Mark Bagley",2001.0,"Ultimate Spider-Man, Volume 1: Power and Responsibility",eng
9466,13519844,Shelly Crane,2012.0,"Independence (Significance, #4)",eng
9467,20646604,M. Pierce,2013.0,"Night Owl (Night Owl, #1)",eng
9468,85310,John Sandford,2002.0,"Mortal Prey (Lucas Davenport, #13)",eng
9469,16312,"Agatha Christie, Hugh Fraser",1940.0,"One, Two, Buckle My Shoe (Hercule Poirot, #22)",eng
9470,29236299,"Amie Kaufman, Jay Kristoff, Marie Lu",2016.0,"Gemina (The Illuminae Files, #2)",eng
9471,51740,Chris Crutcher,1993.0,Staying Fat for Sarah Byrnes,eng
9472,73960,"R.D. Blackmore, Michelle Allen",1869.0,Lorna Doone,eng
9473,53809,Paulo Coelho,1994.0,Maktub,spa
9474,10599302,Jill Shalvis,2011.0,"Head Over Heels (Lucky Harbor, #3)",eng
9475,1866046,Ted Dekker,2008.0,Adam,eng
9476,388018,"Agatha Christie, Robin Bailey",1963.0,"The Clocks (Hercule Poirot, #34)",eng
9477,15818278,Jennifer McMahon,2013.0,The One I Left Behind,eng
9478,89370,Benjamin Hoff,1992.0,Tao of Pooh and Te of Piglet Boxed Set,eng
9479,21433251,"Stacy King, SunNeko Lee, Crystal S. Chan, Victor Hugo",2014.0,Manga Classics: Les Misérables,eng
9480,280125,R.A. Salvatore,2007.0,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",eng
9481,127567,Anne McCaffrey,1994.0,"The Dolphins of Pern (Pern, #13)",eng
9482,164836,S.A.R.K.,1997.0,Succulent Wild Woman,
9483,77866,William  Boyd,2002.0,Any Human Heart,eng
9484,10720733,John Grisham,2010.0,"The Abduction (Theodore Boone, #2)",eng
9485,15776904,"Oliver Pötzsch, Lee Chadeayne",2010.0,"The Beggar King (The Hangman's Daughter, #3)",eng
9486,16084702,E.L. James,2012.0,"Fifty Shades Duo: Fifty Shades Darker / Fifty Shades Freed (Fifty Shades, #2-3)",eng
9487,8710484,Michel Houellebecq,2010.0,La Carte et le territoire,fre
9488,20821249,J.D. Robb,2014.0,"Festive in Death (In Death, #39)",eng
9489,94064,Alex   Sanchez,2001.0,"Rainbow Boys (Rainbow Trilogy, #1)",eng
9490,1838166,Jeanne Birdsall,2008.0,"The Penderwicks on Gardam Street (The Penderwicks, #2)",
9491,38562,Lynsay Sands,2006.0,A Bite to Remember (Argeneau #5),eng
9492,13722526,"Lars Kepler, Laura A. Wideburg",2010.0,"The Nightmare (Joona Linna, #2)",eng
9493,114143,Nora Roberts,1998.0,The Reef,eng
9494,68930,Agatha Christie,1952.0,"They Do It with Mirrors (Miss Marple, #6)",eng
9495,9260507,Matthew Inman,2010.0,5 Very Good Reasons to Punch a Dolphin in the Mouth and Other Useful Guides,eng
9496,239381,Mercer Mayer,1987.0,Just a Mess (Little Critter),eng
9497,835155,Melissa Senate,2001.0,See Jane Date,
9498,221298,Conn Iggulden,2006.0,"The Gods of War (Emperor, #4)",eng
9499,89186,Alastair Reynolds,2005.0,Pushing Ice,
9500,13056511,Alexandra Adornetto,2012.0,"Heaven (Halo, #3)",eng
9501,17285330,Cynthia Hand,2015.0,The Last Time We Say Goodbye,eng
9502,7780,"Dr. Seuss, Maurice Sendak, Audrey Geisel",1995.0,The Secret Art of Dr. Seuss,
9503,25347,Anne Rice,2005.0,"Out of Egypt (Christ the Lord, #1)",eng
9504,26228034,N.K. Jemisin,2016.0,"The Obelisk Gate (The Broken Earth, #2)",eng
9505,23363874,Matt Haig,2015.0,Reasons to Stay Alive,eng
9506,6280379,A.S. Byatt,2009.0,The Children's Book,eng
9507,7262166,Sandra Brown,2010.0,Tough Customer (Mitchell & Associates #2),eng
9508,961831,Susanna Kearsley,1997.0,The Shadowy Horses,eng
9509,820517,Jack Gantos,1998.0,"Joey Pigza Swallowed the Key (Joey Pigza, #1)",eng
9510,3690427,"Jacqueline Winspear, Orlagh Cassidy",2009.0,"Among the Mad (Maisie Dobbs, #6)",eng
9511,6054190,Jane Green,,Dune Road,eng
9512,3692151,عمر طاهر,2003.0,شكلها باظت,ara
9513,4530,Helen Fielding,2003.0,Olivia Joules and the Overactive Imagination,eng
9514,8857310,Sarah Vowell,2011.0,Unfamiliar Fishes,
9515,5750628,Jonathan L. Howard,2009.0,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",eng
9516,7199,Ann-Marie MacDonald,2003.0,The Way the Crow Flies,eng
9517,17810,"Ryū Murakami, Ralph McCarthy",1997.0,In the Miso Soup,eng
9518,6403690,Timothy J. Keller,2009.0,"Counterfeit Gods: The Empty Promises of Money, Sex, and Power, and the Only Hope that Matters",eng
9519,167216,Elizabeth Strout,1998.0,Amy and Isabelle ,
9520,15803037,Jason  Matthews,2013.0,Red Sparrow (Red Sparrow Trilogy #1),eng
9521,7632329,Ben Macintyre,2010.0,Operation Mincemeat: How a Dead Man and a Bizarre Plan Fooled the Nazis and Assured an Allied Victory,eng
9522,487666,"Dick Winters, Cole C. Kingseed",2006.0,Beyond Band of Brothers: The War Memoirs of Major Dick Winters,eng
9523,19523454,Chuck Palahniuk,2014.0,Beautiful You,eng
9524,232268,Richard Paul Evans,1998.0,"The Locket (The Locket, #1)",eng
9525,400881,Glen Cook,1984.0,"Shadows Linger (The Chronicles of the Black Company, #2)",eng
9526,77739,David Weber,1996.0,"Honor Among Enemies (Honor Harrington, #6)",
9527,10859509,Jennifer Rush,2013.0,"Altered (Altered, #1)",eng
9528,22571696,J.D. Robb,2015.0,"Obsession in Death (In Death, #40)",eng
9529,11306337,Dave Ramsey,2011.0,EntreLeadership: 20 Years of Practical Business Wisdom from the Trenches,
9530,139176,M.C. Beaton,1992.0,"The Quiche of Death (Agatha Raisin, #1)",eng
9531,96259,Richard Siken,2005.0,Crush,eng
9532,179565,"L. Frank Baum, David McKee",1904.0,"The Marvelous Land of Oz (Oz, #2)",eng
9533,6159,Sherman Alexie,1995.0,Reservation Blues,eng
9534,1056627,Joel Osteen,,Become a Better You: 7 Keys to Improving Your Life Every Day,
9535,18781543,Aurora Rose Reynolds,2014.0,"Until Nico (Until, #4)",
9536,46906,"Natsuki Takaya, Alethea Nibley, Athena Nibley",2004.0,"Fruits Basket, Vol. 15",eng
9537,8086216,Yotam Ottolenghi,2010.0,Plenty,eng
9538,88072,John Scalzi,2004.0,Agent to the Stars,eng
9539,15707526,Terry Goodkind,2012.0,"The First Confessor (The Legend of Magda Searus, #1)",eng
9540,581552,Franz Kafka,1919.0,In the Penal Colony,eng
9541,6344534,Richard   Phillips,2006.0,"The Second Ship (The Rho Agenda, #1)",
9542,91439,Louise Erdrich,1985.0,The Beet Queen,eng
9543,16041169,E.L. Montes,2012.0,"Disastrous (Disastrous, #1)",eng
9544,481743,"Morton Rhue, Todd Strasser",1981.0,The Wave,eng
9545,576666,Helen Hooven Santmyer,1982.0,And Ladies of the Club,eng
9546,23460830,Christopher Moore,2015.0,"Secondhand Souls (Grim Reaper, #2)",eng
9547,21535784,"Mary Higgins Clark, Alafair Burke",2014.0,"The Cinderella Murder (Under Suspicion, #2)",eng
9548,30839185,L.J. Shen,2016.0,"Vicious (Sinners of Saint, #1)",eng
9549,18266,"François Rabelais, M.A. Screech",1532.0,Gargantua and Pantagruel,eng
9550,93453,George Carlin,2004.0,When Will Jesus Bring the Pork Chops?,eng
9551,23566909,Brian Selznick,2015.0,The Marvels,eng
